"packet_number","registration_area","edrpou","public_name","adrg","service","основний_діагноз","кількість_унікальних_пацієнтів"
"3","ОДЕСЬКА","26418688","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО САФ'ЯНІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ІЗМАЇЛЬСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","T85.2 - Ускладнення механічного походження, пов'язане зі штучним кришталиком ока","2"
"3","ПОЛТАВСЬКА","01111598","КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""","C16","C16 - Операції на кришталику","H27.1 - Вивих кришталика","1"
"3","ПОЛТАВСЬКА","01111598","КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.8 - Інша стареча катаракта","5"
"3","ПОЛТАВСЬКА","01111598","КОМУНАЛЬНЕ МЕДИЧНЕ ПІДПРИЄМСТВО ""ЛІКАРНЯ ПРИДНІПРОВСЬКА""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","148"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","3"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","1"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.1 - Травматична катаракта","3"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","1048"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H27.1 - Вивих кришталика","2"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H36 - Ураження сітківки при хворобах, класифікованих в інших рубриках","1"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","H44.2 - Дегенеративна міопія","1"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","T85.2 - Ускладнення механічного походження, пов'язане зі штучним кришталиком ока","5"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16","C16 - Операції на кришталику","T85.3 - Ускладнення механічного походження, пов'язане з іншими очними протезними пристроями, імплантатами та трансплантатами","1"
"3","ПОЛТАВСЬКА","01999106","""ПОЛТАВСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМ. М.В.СКЛІФОСОВСЬКОГО ПОЛТАВСЬКОЇ ОБЛАСНОЇ РАДИ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","383"
"3","ПОЛТАВСЬКА","01999218","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГАДЯЦЬКА МІСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ГАДЯЦЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","1"
"3","ПОЛТАВСЬКА","01999218","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГАДЯЦЬКА МІСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ГАДЯЦЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","26"
"3","ПОЛТАВСЬКА","01999218","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГАДЯЦЬКА МІСЬКА ЦЕНТРАЛЬНА ЛІКАРНЯ"" ГАДЯЦЬКОЇ МІСЬКОЇ РАДИ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.8 - Інша стареча катаракта","43"
"3","ПОЛТАВСЬКА","01999224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ  ПІДПРИЄМСТВО ""ГЛОБИНСЬКА МІСЬКА ЛІКАРНЯ"" ГЛОБИНСЬКОЇ МІСЬКОЇ РАДИ ","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","2"
"3","ПОЛТАВСЬКА","01999253","КОМУНАЛЬНЕ НЕКОМЕРЦІНЕ ПІДПРИЄМСТВО ""ГРЕБІНКІВСЬКА МІСЬКА ЛІКАРНЯ"" ГРЕБІНКІВСЬКОЇ МІСЬКОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","1"
"3","ПОЛТАВСЬКА","01999253","КОМУНАЛЬНЕ НЕКОМЕРЦІНЕ ПІДПРИЄМСТВО ""ГРЕБІНКІВСЬКА МІСЬКА ЛІКАРНЯ"" ГРЕБІНКІВСЬКОЇ МІСЬКОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.9 - Стареча катаракта, неуточнена","1"
"3","ПОЛТАВСЬКА","01999388","Комунальне підприємство ""Лубенська лікарня інтенсивного лікування"" Лубенської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","1"
"3","ПОЛТАВСЬКА","01999388","Комунальне підприємство ""Лубенська лікарня інтенсивного лікування"" Лубенської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","56"
"3","ПОЛТАВСЬКА","01999388","Комунальне підприємство ""Лубенська лікарня інтенсивного лікування"" Лубенської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","1"
"3","ПОЛТАВСЬКА","01999388","Комунальне підприємство ""Лубенська лікарня інтенсивного лікування"" Лубенської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","1"
"3","ПОЛТАВСЬКА","01999388","Комунальне підприємство ""Лубенська лікарня інтенсивного лікування"" Лубенської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H26.8 - Інша уточнена катаракта","1"
"3","ПОЛТАВСЬКА","01999460","""Пирятинська лікарня Пирятинської міської ради""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","1"
"3","ПОЛТАВСЬКА","01999514","Комунальне некомерційне підприємство ""Хорольська міська лікарня"" Хорольської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","70"
"3","ПОЛТАВСЬКА","01999514","Комунальне некомерційне підприємство ""Хорольська міська лікарня"" Хорольської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","12"
"3","ПОЛТАВСЬКА","01999514","Комунальне некомерційне підприємство ""Хорольська міська лікарня"" Хорольської міської ради Лубенського району Полтавської області","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","10"
"3","РІВНЕНСЬКА","01999788","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДУБРОВИЦЬКА МІСЬКА ЛІКАРНЯ"" ДУБРОВИЦЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H20.0 - Гострий і підгострий іридоцикліт","1"
"3","РІВНЕНСЬКА","01999788","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДУБРОВИЦЬКА МІСЬКА ЛІКАРНЯ"" ДУБРОВИЦЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","12"
"3","РІВНЕНСЬКА","01999804","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВОЛОДИМИРЕЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""  ВОЛОДИМИРЕЦЬКОЇ СЕЛИЩНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","2"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","1"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","18"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H25.2 - Стареча морганієва катаракта","7"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","41"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.1 - Травматична катаракта","2"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","329"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.8 - Інша уточнена катаракта","13"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H27.1 - Вивих кришталика","2"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H28.1 - Катаракта при інших ендокринних хворобах, розладах харчування та порушеннях обміну речовин, класифікованих в інших рубриках","2"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H33.0 - Відшарування сітківки з розривом сітківки","1"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H35.3 - Дегенерація макули та заднього полюса","1"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H40.2 - Первинна закритокутова глаукома","1"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","S05.1 - Забій очного яблука та тканин очної ямки","1"
"3","РІВНЕНСЬКА","02000010","""РІВНЕНСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ ІМЕНІ ЮРІЯ СЕМЕНЮКА"" РІВНЕНСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","T85.2 - Ускладнення механічного походження, пов'язане зі штучним кришталиком ока","3"
"3","РІВНЕНСЬКА","02000085","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H16.8 - Інші форми кератиту","1"
"3","РІВНЕНСЬКА","02000085","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" РІВНЕНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","25"
"3","РІВНЕНСЬКА","02000105","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗДОЛБУНІВСЬКА  ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" ЗДОЛБУНІВСЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","1"
"3","РІВНЕНСЬКА","02000105","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗДОЛБУНІВСЬКА  ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" ЗДОЛБУНІВСЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","2"
"3","РІВНЕНСЬКА","02000105","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗДОЛБУНІВСЬКА  ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" ЗДОЛБУНІВСЬКОЇ МІСЬКОЇ РАДИ РІВНЕНСЬКОЇ ОБЛАСТІ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","3"
"3","РІВНЕНСЬКА","33992414","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВАРАСЬКОЇ МІСЬКОЇ РАДИ ""ВАРАСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","2"
"3","РІВНЕНСЬКА","33992414","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВАРАСЬКОЇ МІСЬКОЇ РАДИ ""ВАРАСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","13"
"3","РІВНЕНСЬКА","33992414","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВАРАСЬКОЇ МІСЬКОЇ РАДИ ""ВАРАСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.8 - Інша стареча катаракта","9"
"3","РІВНЕНСЬКА","33992414","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВАРАСЬКОЇ МІСЬКОЇ РАДИ ""ВАРАСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.8 - Інша уточнена катаракта","5"
"3","СУМСЬКА","01981477","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ "" РОМЕНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","17"
"3","СУМСЬКА","01981477","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РОМЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ "" РОМЕНСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","3"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.1 - Стареча ядерна катаракта","12"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","1"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","8"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H40.5 - Глаукома вторинна внаслідок інших хвороб ока","44"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","S05.1 - Забій очного яблука та тканин очної ямки","1"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.1 - Стареча ядерна катаракта","2"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H25.2 - Стареча морганієва катаракта","1"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H26.2 - Ускладнена катаракта","1"
"3","СУМСЬКА","02000381","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СУМСЬКОЇ ОБЛАСНОЇ РАДИ ""СУМСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","H40.5 - Глаукома вторинна внаслідок інших хвороб ока","15"
"3","СУМСЬКА","02007472","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ОХТИРСЬКОЇ МІСЬКОЇ РАДИ ""ОХТИРСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""","C16","C16 - Операції на кришталику","H27.0 - Афакія","69"
"3","СУМСЬКА","02007517","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГЛУХІВСЬКА МІСЬКА ЛІКАРНЯ"" ГЛУХІВСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H00.0 - Ячмінь та інші глибокі запалення повік","1"
"3","СУМСЬКА","02007517","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГЛУХІВСЬКА МІСЬКА ЛІКАРНЯ"" ГЛУХІВСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","9"
"3","СУМСЬКА","02007517","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГЛУХІВСЬКА МІСЬКА ЛІКАРНЯ"" ГЛУХІВСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","T15.0 - Стороннє тіло у рогівці","55"
"3","СУМСЬКА","02007532","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНОТОПСЬКОЇ МІСЬКОЇ РАДИ ""КОНОТОПСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ ІМ. АКАДЕМІКА МИХАЙЛА ДАВИДОВА""","C16","C16 - Операції на кришталику","H25.8 - Інша стареча катаракта","10"
"3","ТЕРНОПІЛЬСЬКА","02001185","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧОРТКІВСЬКА ЦЕНТРАЛЬНА МІСЬКА ЛІКАРНЯ"" ЧОРТКІВСЬКОЇ МІСЬКОЇ РАДИ","C16","C16 - Операції на кришталику","H26.4 - Післяопераційна катаракта","7"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","E11.34 - Цукровий діабет типу 2 з іншою ретинопатією","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","G45.3 - Минуща сліпота","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H25.0 - Початкова стареча катаракта","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.2 - Ускладнена катаракта","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H26.4 - Післяопераційна катаракта","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H27.0 - Афакія","1"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16","C16 - Операції на кришталику","H27.1 - Вивих кришталика","3"
"3","ТЕРНОПІЛЬСЬКА","02001311","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ"" ТЕРНОПІЛЬСЬКОЇ ОБЛАСНОЇ РАДИ","C16A","C16A - Операції на кришталику. Висока складність (встановлення штучного кришталика)","E10.33 - Цукровий діабет типу 1 з проліферативною ретинопатією","1"
